-3 -0.714015800857209
-2.94 -0.368115389548966
-2.88 -0.645697547364134
-2.82 -0.21131866484131
-2.76 -0.353828336942451
-2.7 -0.253081996356414
-2.64 -0.124073333341271
-2.58 0.024703882040536
-2.52 0.456491234204727
-2.46 0.253188911591833
-2.4 0.231098390888981
-2.34 0.243657448296779
-2.28 0.441963439729921
-2.22 0.582766267942571
-2.16 1.3662707990418
-2.1 1.03122524637434
-2.04 0.762446159031693
-1.98 0.769656162413539
-1.92 0.605696279172579
-1.86 0.726943559822854
-1.8 0.784102674088803
-1.74 0.561617788516033
-1.68 1.17255525154602
-1.62 0.58740323396427
-1.56 0.435222161290485
-1.5 0.148361804654096
-1.44 0.345219060461044
-1.38 0.174552188831619
-1.32 0.0737325844111226
-1.26 0.331103179496794
-1.2 0.0536174247234072
-1.14 -0.0876180352224764
-1.08 0.143518505114624
-1.02 -0.0786842289924372
-0.96 0.123686138130441
-0.9 0.296010052303273
-0.84 0.0571870128092179
-0.78 -0.160053554083207
-0.72 -0.347849418847971
-0.66 0.00643375687656634
-0.6 0.114798009554061
-0.54 0.272704440594787
-0.48 0.308557877163022
-0.42 0.458692700643243
-0.36 0.25081049169123
-0.3 -0.142937033293671
-0.24 0.707982694963286
-0.18 0.819780977161727
-0.12 0.228393500572824
-0.0600000000000001 0.161893861202603
0 0.241006291110303
0.0600000000000001 0.495622477156308
0.12 0.210065296878616
0.18 0.243880760801609
0.24 0.24837796472793
0.3 0.0338751837258571
0.36 0.486936447538666
0.42 -0.145870279727011
0.48 -0.0611792086083777
0.54 -0.0655802673590241
0.6 -0.11820336922018
0.66 -0.194419379514955
0.72 -0.177960257008061
0.78 -0.723664478383167
0.84 -0.53837947244986
0.9 -0.52842296905917
0.96 -0.703490191035207
1.02 -0.788594787497959
1.08 -0.729092751144817
1.14 -0.815246843833348
1.2 -0.911172419518614
1.26 -0.82433447996144
1.32 -0.879459457939065
1.38 -0.967079476406305
1.44 -0.523425736021273
1.5 -1.05970531798114
1.56 -0.607422451381403
1.62 -0.775134900838841
1.68 -0.716878032052045
1.74 -0.627621372397723
1.8 -0.667616739112757
1.86 -0.360981702156828
1.92 -0.385829648879307
1.98 0.0428860272260224
2.04 0.252816336431923
2.1 0.232006260171596
2.16 0.506008719625114
2.22 -0.147710099354791
2.28 -0.098783617287408
2.34 0.231540452321464
2.4 0.449835871872093
2.46 0.312420131635163
2.52 0.525653160703254
2.58 0.860784025143592
2.64 0.354344449221043
2.7 0.0411268099450428
2.76 -0.0506507476224273
2.82 0.21200240073882
2.88 0.50506464911123
2.94 0.0707082231578443
